text,emoji,label,injection_type
"but intelligently designed by a creator, right?",😑,Confirm,Dissonant
"but intelligently designed by a creator, right?",✅,Confirm,Social
i'm not going to. i didn't say anything that wasn't true.,,Oppose,Plain
i'm not going to. i didn't say anything that wasn't true.,😿,Oppose,Consonant
i'm not going to. i didn't say anything that wasn't true.,😊,Oppose,Dissonant
remember all the ass-kickings from the neighbor kids?,,Confirm,Plain
remember all the ass-kickings from the neighbor kids?,🤐,Confirm,Consonant
remember all the ass-kickings from the neighbor kids?,😘,Confirm,Dissonant
remember all the ass-kickings from the neighbor kids?,🤛,Confirm,Social
"shower, shirt, shoes and let's shove off.",,Arrange,Plain
"shower, shirt, shoes and let's shove off.",😞,Arrange,Consonant
"shower, shirt, shoes and let's shove off.",😅,Arrange,Dissonant
wouldn't have been any ass-kickings if that stupid death ray had worked.,,Complain,Plain
wouldn't have been any ass-kickings if that stupid death ray had worked.,😡,Complain,Consonant
wouldn't have been any ass-kickings if that stupid death ray had worked.,🍵,Complain,Dissonant
really? that's impressive.,,Doubt,Plain
really? that's impressive.,😂,Doubt,Consonant
really? that's impressive.,🥱,Doubt,Dissonant
"i'm sorry, we haven't been introduced.",,Apologise,Plain
"i'm sorry, we haven't been introduced.",💔,Apologise,Consonant
"i'm sorry, we haven't been introduced.",😊,Apologise,Dissonant
"i'm sorry, we haven't been introduced.",🏳️,Apologise,Social
"now, that's impossible. you must've had him when you were a teenager.",,Joke,Plain
"now, that's impossible. you must've had him when you were a teenager.",😣,Joke,Consonant
"now, that's impossible. you must've had him when you were a teenager.",🐒,Joke,Dissonant
okay.,,Acknowledge,Plain
okay.,🎉,Acknowledge,Consonant
okay.,😬,Acknowledge,Dissonant
"yeah, glenn, this is terrible.",,Agree,Plain
"yeah, glenn, this is terrible.",💔,Agree,Consonant
"yeah, glenn, this is terrible.",🧘,Agree,Dissonant
"oh, i didn't make it. mateo did.",,Oppose,Plain
"oh, i didn't make it. mateo did.",🤬,Oppose,Consonant
"oh, i didn't make it. mateo did.",😘,Oppose,Dissonant
"wait, so, um, who's asking you these questions?",,Doubt,Plain
"wait, so, um, who's asking you these questions?",🤬,Doubt,Consonant
"wait, so, um, who's asking you these questions?",🍵,Doubt,Dissonant
"well, that was a massive waste of time.",,Taunt,Plain
"well, that was a massive waste of time.",📉,Taunt,Consonant
"well, that was a massive waste of time.",😅,Taunt,Dissonant
"well, that was a massive waste of time.",👏,Taunt,Social
"so the tub faucet is now working, but the drain is clogged with-i'm gonna say fur, not hair.",,Inform,Plain
"so the tub faucet is now working, but the drain is clogged with-i'm gonna say fur, not hair.",🤢,Inform,Consonant
"so the tub faucet is now working, but the drain is clogged with-i'm gonna say fur, not hair.",😘,Inform,Dissonant
"so the tub faucet is now working, but the drain is clogged with-i'm gonna say fur, not hair.",📝,Inform,Social
"guys, corporate is coming down on employee fraternization due to a recent incident.",,Inform,Plain
"guys, corporate is coming down on employee fraternization due to a recent incident.",🤢,Inform,Consonant
"guys, corporate is coming down on employee fraternization due to a recent incident.",👋,Inform,Dissonant
"guys, corporate is coming down on employee fraternization due to a recent incident.",📰,Inform,Social
i'm not at liberty to say.,,Refuse,Plain
i'm not at liberty to say.,😫,Refuse,Consonant
i'm not at liberty to say.,🤠,Refuse,Dissonant
and we actually just call it sex.,,Explain,Plain
and we actually just call it sex.,🙌,Explain,Consonant
and we actually just call it sex.,😬,Explain,Dissonant
"oh, no, no way. i am just getting used to the wet horse smell coming out of elias's locker.",,Refuse,Plain
"oh, no, no way. i am just getting used to the wet horse smell coming out of elias's locker.",👎,Refuse,Consonant
"oh, no, no way. i am just getting used to the wet horse smell coming out of elias's locker.",💫,Refuse,Dissonant
"uh, no. mateo only needs to transfer because i'm at a district level.",,Explain,Plain
"uh, no. mateo only needs to transfer because i'm at a district level.",😤,Explain,Consonant
"uh, no. mateo only needs to transfer because i'm at a district level.",🙂,Explain,Dissonant
i just need you guys to fill out these disclosure forms for me.,,Ask for help,Plain
i just need you guys to fill out these disclosure forms for me.,🤬,Ask for help,Consonant
i just need you guys to fill out these disclosure forms for me.,🧘,Ask for help,Dissonant
i just need you guys to fill out these disclosure forms for me.,🛟,Ask for help,Social
"thank you. hi, sorry about that.",,Thank,Plain
"thank you. hi, sorry about that.",🎉,Thank,Consonant
"thank you. hi, sorry about that.",😬,Thank,Dissonant
"sometimes when i'm on it, i hear somebody breathing.",,Inform,Plain
"sometimes when i'm on it, i hear somebody breathing.",💔,Inform,Consonant
"sometimes when i'm on it, i hear somebody breathing.",🍵,Inform,Dissonant
"sometimes when i'm on it, i hear somebody breathing.",📡,Inform,Social
it's a cloud 9 signature.,,Introduce,Plain
it's a cloud 9 signature.,😊,Introduce,Consonant
it's a cloud 9 signature.,💀,Introduce,Dissonant
it's a cloud 9 signature.,👋,Introduce,Social
"they have a beauty concierge, their produce is all organic, and their cafe has never given anyone diarrhea.",,Introduce,Plain
"they have a beauty concierge, their produce is all organic, and their cafe has never given anyone diarrhea.",👍,Introduce,Consonant
"they have a beauty concierge, their produce is all organic, and their cafe has never given anyone diarrhea.",🤥,Introduce,Dissonant
"they have a beauty concierge, their produce is all organic, and their cafe has never given anyone diarrhea.",🤝,Introduce,Social
"wait, do you think our store has a yelf?",,Doubt,Plain
"wait, do you think our store has a yelf?",💔,Doubt,Consonant
"wait, do you think our store has a yelf?",🐒,Doubt,Dissonant
i'm sure we do.,,Agree,Plain
i'm sure we do.,🥰,Agree,Consonant
i'm sure we do.,🙃,Agree,Dissonant
"ah, well, it's amazing how quickly you all made this about you.",,Taunt,Plain
"ah, well, it's amazing how quickly you all made this about you.",❤️,Taunt,Consonant
"ah, well, it's amazing how quickly you all made this about you.",🎭,Taunt,Dissonant
"ah, well, it's amazing how quickly you all made this about you.",🤌,Taunt,Social
we're famous! 168 reviews.,,Flaunt,Plain
we're famous! 168 reviews.,💪,Flaunt,Consonant
we're famous! 168 reviews.,🙃,Flaunt,Dissonant
we're famous! 168 reviews.,🤑,Flaunt,Social
ha! he's a good writer.,,Praise,Plain
ha! he's a good writer.,🔥,Praise,Consonant
ha! he's a good writer.,🤥,Praise,Dissonant
ha! he's a good writer.,🌟,Praise,Social
"glen, just ignore this.",,Comfort,Plain
"glen, just ignore this.",🤐,Comfort,Consonant
"glen, just ignore this.",💫,Comfort,Dissonant
"glen, just ignore this.",🍵,Comfort,Social
"no, uh, no.",,Oppose,Plain
"no, uh, no.",😠,Oppose,Consonant
"no, uh, no.",🐒,Oppose,Dissonant
"ugh, you don't get points for talking about it.",,Taunt,Plain
"ugh, you don't get points for talking about it.",😩,Taunt,Consonant
"ugh, you don't get points for talking about it.",🤠,Taunt,Dissonant
"ugh, you don't get points for talking about it.",🍼,Taunt,Social
"hey, what'd you put for nature of relationship?",,Asking for opinions,Plain
"hey, what'd you put for nature of relationship?",💪,Asking for opinions,Consonant
"hey, what'd you put for nature of relationship?",🥱,Asking for opinions,Dissonant
"yeah, i agree with you. but we're not family members and we're definitely not married, so...",,Agree,Plain
"yeah, i agree with you. but we're not family members and we're definitely not married, so...",📉,Agree,Consonant
"yeah, i agree with you. but we're not family members and we're definitely not married, so...",🐒,Agree,Dissonant
i'm calling corporate.,,Plan,Plain
i'm calling corporate.,🤕,Plan,Consonant
i'm calling corporate.,😊,Plan,Dissonant
you've called corporate so much that you have memorized their number?,,Doubt,Plain
you've called corporate so much that you have memorized their number?,😢,Doubt,Consonant
you've called corporate so much that you have memorized their number?,💅,Doubt,Dissonant
you're gonna need to talk first.,,Arrange,Plain
you're gonna need to talk first.,😞,Arrange,Consonant
you're gonna need to talk first.,🤷,Arrange,Dissonant
ask for extension 224.,,Arrange,Plain
ask for extension 224.,🤐,Arrange,Consonant
ask for extension 224.,🙂,Arrange,Dissonant
"if the operator hears my voice, she won't put me through.",,Explain,Plain
"if the operator hears my voice, she won't put me through.",💔,Explain,Consonant
"if the operator hears my voice, she won't put me through.",💫,Explain,Dissonant
"you know, i feel kinda bad that i got promoted and you guys didn't.",,Flaunt,Plain
"you know, i feel kinda bad that i got promoted and you guys didn't.",😡,Flaunt,Consonant
"you know, i feel kinda bad that i got promoted and you guys didn't.",🍵,Flaunt,Dissonant
"you know, i feel kinda bad that i got promoted and you guys didn't.",🤑,Flaunt,Social
"no, i just didn't realize this store was like nazi germany.",,Joke,Plain
"no, i just didn't realize this store was like nazi germany.",🤐,Joke,Consonant
"no, i just didn't realize this store was like nazi germany.",👋,Joke,Dissonant
"ve must see your documents. heil hitler, mein fuhrer.",,Joke,Plain
"ve must see your documents. heil hitler, mein fuhrer.",😢,Joke,Consonant
"ve must see your documents. heil hitler, mein fuhrer.",💫,Joke,Dissonant
do undocumented people have documents?,,Doubt,Plain
do undocumented people have documents?,😡,Doubt,Consonant
do undocumented people have documents?,👋,Doubt,Dissonant
"no. no, we don't.",,Oppose,Plain
"no. no, we don't.",🤐,Oppose,Consonant
"no. no, we don't.",🤠,Oppose,Dissonant
"so, like, won't that be an issue?",,Doubt,Plain
"so, like, won't that be an issue?",😿,Doubt,Consonant
"so, like, won't that be an issue?",💅,Doubt,Dissonant
you know what? maybe you should try talking to jeff.,,Advise,Plain
you know what? maybe you should try talking to jeff.,😿,Advise,Consonant
you know what? maybe you should try talking to jeff.,💫,Advise,Dissonant
you know what? maybe you should try talking to jeff.,🗒️,Advise,Social
"maybe he could-he could, like, fudge the paperwork or something.",,Advise,Plain
"maybe he could-he could, like, fudge the paperwork or something.",😢,Advise,Consonant
"maybe he could-he could, like, fudge the paperwork or something.",🧘,Advise,Dissonant
"maybe he could-he could, like, fudge the paperwork or something.",📚,Advise,Social
that's okay. thanks anyway.,,Thank,Plain
that's okay. thanks anyway.,🔥,Thank,Consonant
that's okay. thanks anyway.,😑,Thank,Dissonant
screw it. i'll do it.,,Plan,Plain
screw it. i'll do it.,📉,Plan,Consonant
screw it. i'll do it.,💅,Plan,Dissonant
i'll marry you.,,Plan,Plain
i'll marry you.,🎉,Plan,Consonant
i'll marry you.,🙃,Plan,Dissonant
"oh, hey, amy. this is amy.",,Greet,Plain
"oh, hey, amy. this is amy.",🎈,Greet,Consonant
"oh, hey, amy. this is amy.",😬,Greet,Dissonant
she's our intrepid floor supervisor.,,Introduce,Plain
she's our intrepid floor supervisor.,🌈,Introduce,Consonant
she's our intrepid floor supervisor.,😒,Introduce,Dissonant
she's our intrepid floor supervisor.,👋,Introduce,Social
"amy, this is him.",,Introduce,Plain
"amy, this is him.",🥰,Introduce,Consonant
"amy, this is him.",🤥,Introduce,Dissonant
"amy, this is him.",👋,Introduce,Social
frenchfryguy81.,,Introduce,Plain
frenchfryguy81.,👎,Introduce,Consonant
frenchfryguy81.,👋,Introduce,Dissonant
frenchfryguy81.,🎙️,Introduce,Social
tim.,,Greet,Plain
tim.,👍,Greet,Consonant
tim.,😬,Greet,Dissonant
the troll who wrote the yelp review.,,Introduce,Plain
the troll who wrote the yelp review.,📉,Introduce,Consonant
the troll who wrote the yelp review.,😇,Introduce,Dissonant
the troll who wrote the yelp review.,🎫,Introduce,Social
"oh, oh. no, i wouldn't call him that.",,Oppose,Plain
"oh, oh. no, i wouldn't call him that.",🤢,Oppose,Consonant
"oh, oh. no, i wouldn't call him that.",👋,Oppose,Dissonant
"yeah, anyway, i'm giving him the vip tour.",,Plan,Plain
"yeah, anyway, i'm giving him the vip tour.",😂,Plan,Consonant
"yeah, anyway, i'm giving him the vip tour.",😒,Plan,Dissonant
"come on, i'll show you the giant trash compactor.",,Invite,Plain
"come on, i'll show you the giant trash compactor.",🥺,Invite,Consonant
"come on, i'll show you the giant trash compactor.",🍵,Invite,Dissonant
"uh, i once wrote a review of the burger king down on delmar.",,Introduce,Plain
"uh, i once wrote a review of the burger king down on delmar.",😡,Introduce,Consonant
"uh, i once wrote a review of the burger king down on delmar.",🦄,Introduce,Dissonant
"uh, i once wrote a review of the burger king down on delmar.",🙋,Introduce,Social
we found a muddy tire in softlines.,,Inform,Plain
we found a muddy tire in softlines.,😫,Inform,Consonant
we found a muddy tire in softlines.,😇,Inform,Dissonant
we found a muddy tire in softlines.,🔔,Inform,Social
"oh, sorry, i'm just responding to all these old reviews.",,Apologise,Plain
"oh, sorry, i'm just responding to all these old reviews.",🤐,Apologise,Consonant
"oh, sorry, i'm just responding to all these old reviews.",🙂,Apologise,Dissonant
"oh, sorry, i'm just responding to all these old reviews.",🙇,Apologise,Social
